sample_name,exp_component_name,cl.sep,PE-A Mean,FSC-A Mean,SSC-A Mean,DAPI-A Mean,cluster,cluster_type
F1S4_170118_162_D01,SM-D9D6Q_S28_E1-50,0.618130193,2348,51065,8860,9719,Exc L4-6 FEZF2 IL26,exc
F1S4_170125_109_F01,SM-D9D6U_S62_E1-50,0.625609674,3471,65167,15335,10159,Exc L4-6 FEZF2 IL26,exc
F1S4_170125_111_D01,SM-D9D6X_S60_E1-50,0.62102251,NA,NA,NA,NA,Exc L4-6 FEZF2 IL26,exc
F1S4_170215_102_B01,SM-D9D8N_S42_E1-50,0.63257164,1220,45204,9130,9428,Exc L4-6 FEZF2 IL26,exc
F1S4_170215_127_E01,SM-D9E5H_S05_E1-50,0.618110026,1208,51814,8276,9784,Exc L4-6 FEZF2 IL26,exc
F1S4_170118_142_A01,SM-D9CZW_S65_E1-50,0.478221627,5090,65825,17071,10490,Exc L5-6 RORB TTC12,exc
F1S4_170118_153_C01,SM-D9D15_S35_E1-50,0.452605184,4944,74066,14632,10075,Exc L5-6 RORB TTC12,exc
F1S4_170125_109_E01,SM-D9D6U_S61_E1-50,0.477810005,2294,68121,11544,9889,Exc L5-6 RORB TTC12,exc
F1S4_170125_116_D01,SM-D9D6Z_S36_E1-50,0.490553513,4345,50050,13483,10239,Exc L5-6 RORB TTC12,exc
F1S4_170125_123_C01,SM-D9D75_S19_E1-50,0.444734783,724,54194,16889,10168,Exc L5-6 RORB TTC12,exc
F1S4_170321_108_D01,SM-D9D8M_S68_E1-50,0.473758828,9823,60337,20448,5393,Exc L5-6 RORB TTC12,exc
F1S4_170321_108_G01,SM-D9D8M_S71_E1-50,0.43662229,8863,53798,21908,5826,Exc L5-6 RORB TTC12,exc
F1S4_170321_143_G01,SM-D9E5F_S31_E1-50,0.470853511,6980,77716,21981,6256,Exc L5-6 RORB TTC12,exc
F1S4_170419_037_A01,SM-D9EQ6_S33_E1-50,0.437065703,NA,NA,NA,NA,Exc L5-6 RORB TTC12,exc
F1S4_170125_060_E01,SM-D9D7C_S13_E1-50,0.696414343,NA,NA,NA,NA,Exc L3-5 RORB COL22A1,exc
F1S4_170125_072_C01,SM-D9CZG_S91_E1-50,0.679740106,401,29843,9907,7858,Exc L3-5 RORB COL22A1,exc
F1S4_170125_098_E01,SM-D9D6W_S45_E1-50,0.726539041,1948,67402,14879,10201,Exc L3-5 RORB COL22A1,exc
F1S4_170302_087_D01,SM-D9D83_S68_E1-50,0.738023976,NA,51847,15653,8486,Exc L3-5 RORB COL22A1,exc
F1S4_170302_097_F01,SM-D9D89_S46_E1-50,0.667057306,NA,75512,18453,7717,Exc L3-5 RORB COL22A1,exc
F1S4_170323_044_D01,SM-D9E4P_S20_E1-50,0.674279232,1896,52982,11966,4677,Exc L3-5 RORB COL22A1,exc
F1S4_170323_045_A01,SM-D9E4P_S25_E1-50,0.667684215,NA,NA,NA,NA,Exc L3-5 RORB COL22A1,exc
F1S4_170323_045_B01,SM-D9E4P_S26_E1-50,0.686894536,2572,44342,10996,4532,Exc L3-5 RORB COL22A1,exc
F1S4_170419_036_D01,SM-D9EQ7_S60_E1-50,0.666132053,NA,NA,NA,NA,Exc L3-5 RORB COL22A1,exc
F1S4_170419_047_D01,SM-D9EQ3_S20_E1-50,0.687980977,NA,NA,NA,NA,Exc L3-5 RORB COL22A1,exc
F1S4_170118_118_C01,SM-D9CZX_S51_E1-50,0.432445896,3617,57524,12475,10935,Exc L4-6 RORB C1R,exc
F1S4_170118_152_D01,SM-D9D15_S28_E1-50,0.467841856,2260,43807,9956,9775,Exc L4-6 RORB C1R,exc
F1S4_170125_080_D01,SM-D9D11_S52_E1-50,0.436521643,1161,71619,12497,10446,Exc L4-6 RORB C1R,exc
F1S4_170125_108_C01,SM-D9D6U_S43_E1-50,0.465669341,2649,56174,13979,9404,Exc L4-6 RORB C1R,exc
F1S4_170125_118_G01,SM-D9D74_S07_E1-50,0.456589085,718,59804,14823,9698,Exc L4-6 RORB C1R,exc
F1S4_170125_162_A01,SM-D9D6P_S81_E1-50,0.448843711,2071,40792,10781,9050,Exc L4-6 RORB C1R,exc
F1S4_170419_032_D01,SM-D9E5Z_S76_E1-50,0.479200975,NA,NA,NA,NA,Exc L4-6 RORB C1R,exc
F1S4_170419_055_B01,SM-D9EQ2_S50_E1-50,0.442969862,NA,NA,NA,NA,Exc L4-6 RORB C1R,exc
F1S4_170118_112_E01,SM-D9CZV_S29_E1-50,0.500745236,2077,57806,16920,11176,Exc L5-6 THEMIS CRABP1,exc
F1S4_170118_123_D01,SM-D9D15_S04_E1-50,0.493070728,1105,38640,10397,9588,Exc L5-6 THEMIS CRABP1,exc
F1S4_170118_152_F01,SM-D9D15_S30_E1-50,0.522891574,733,49369,14989,10092,Exc L5-6 THEMIS CRABP1,exc
F1S4_170118_159_C01,SM-D9D17_S11_E1-50,0.509161416,956,37997,10341,8761,Exc L5-6 THEMIS CRABP1,exc
F1S4_170125_124_G01,SM-D9D76_S07_E1-50,0.489764925,NA,NA,NA,NA,Exc L5-6 THEMIS CRABP1,exc
F1S4_170215_132_F01,SM-D9E65_S06_E1-50,0.500307446,546,36294,14383,10409,Exc L5-6 THEMIS CRABP1,exc
F1S4_170215_132_G01,SM-D9E65_S07_E1-50,0.475639581,512,37715,9568,10717,Exc L5-6 THEMIS CRABP1,exc
F1S4_170215_136_D01,SM-D9EQG_S12_E1-50,0.515334997,508,47821,17224,10913,Exc L5-6 THEMIS CRABP1,exc
F1S4_170215_147_F01,SM-D9E6O_S06_E1-50,0.477616073,691,38941,17359,10062,Exc L5-6 THEMIS CRABP1,exc
F1S4_170215_150_F01,SM-D9E6P_S06_E1-50,0.477409289,NA,NA,NA,NA,Exc L5-6 THEMIS CRABP1,exc
F1S4_170118_111_C01,SM-D9CZU_S43_E1-50,0.349479593,902,71702,13869,10871,Inh L4-5 PVALB MEPE,inh
F1S4_170118_114_G01,SM-D9CZV_S47_E1-50,0.34223484,1385,67820,12539,11598,Inh L4-5 PVALB MEPE,inh
F1S4_170118_120_B01,SM-D9CZX_S66_E1-50,0.383945708,1236,61816,11346,11003,Inh L4-5 PVALB MEPE,inh
F1S4_170118_127_G01,SM-D9CZS_S55_E1-50,0.411977996,2878,57095,12386,11485,Inh L4-5 PVALB MEPE,inh
F1S4_170125_104_G01,SM-D9CZR_S87_E1-50,0.33718431,1565,52802,14617,8605,Inh L4-5 PVALB MEPE,inh
F1S4_170125_106_A01,SM-D9D6U_S25_E1-50,0.366366576,4513,62686,21374,10175,Inh L4-5 PVALB MEPE,inh
F1S4_170125_117_C01,SM-D9D6Z_S43_E1-50,0.327743594,NA,NA,NA,NA,Inh L4-5 PVALB MEPE,inh
F1S4_170419_031_B01,SM-D9E5Z_S66_E1-50,0.383800116,NA,NA,NA,NA,Inh L4-5 PVALB MEPE,inh
F1S4_170419_049_B01,SM-D9EQ3_S34_E1-50,0.297807783,NA,NA,NA,NA,Inh L4-5 PVALB MEPE,inh
F1S4_170419_049_F01,SM-D9EQ3_S38_E1-50,0.414350647,918,23828,8797,5698,Inh L4-5 PVALB MEPE,inh
F1S4_170125_106_D01,SM-D9D6U_S28_E1-50,0.385549599,2851,53620,11031,10049,Exc L5-6 THEMIS FGF10,exc
F1S4_170125_107_A01,SM-D9D6U_S33_E1-50,0.383691466,5315,55888,12421,10269,Exc L5-6 THEMIS FGF10,exc
F1S4_170321_143_D01,SM-D9E5F_S28_E1-50,0.437855405,5971,53135,23893,5794,Exc L5-6 THEMIS FGF10,exc
F1S4_170323_148_D01,SM-D9D99_S20_E1-50,0.421566111,4452,61570,12794,5415,Exc L5-6 THEMIS FGF10,exc
F1S4_170323_152_A01,SM-D9D9A_S17_E1-50,0.41220121,5515,61441,15979,5202,Exc L5-6 THEMIS FGF10,exc
F1S4_170323_157_A01,SM-D9D9C_S09_E1-50,0.387163666,6973,92707,23651,5872,Exc L5-6 THEMIS FGF10,exc
F1S4_170118_127_D01,SM-D9CZS_S52_E1-50,0.58973051,1379,68090,13068,10978,Exc L4-5 RORB DAPK2,exc
F1S4_170118_129_B01,SM-D9CZO_S74_E1-50,0.627127928,3149,59741,9572,8786,Exc L4-5 RORB DAPK2,exc
F1S4_170125_119_B01,SM-D9D74_S10_E1-50,0.594585135,1275,56260,12713,9735,Exc L4-5 RORB DAPK2,exc
F1S4_170222_076_F01,SM-D9D7L_S86_E1-50,0.636212808,2122,58523,20273,8813,Exc L4-5 RORB DAPK2,exc
F1S4_170222_079_A01,SM-D9D7R_S33_E1-50,0.637916916,1893,59584,15473,9078,Exc L4-5 RORB DAPK2,exc
F1S4_170302_085_F01,SM-D9D82_S86_E1-50,0.606259913,NA,54306,9040,8234,Exc L4-5 RORB DAPK2,exc
F1S4_170302_111_A01,SM-D9D7U_S81_E1-50,0.617929308,NA,50925,6888,7846,Exc L4-5 RORB DAPK2,exc
F1S4_170118_127_B01,SM-D9CZS_S50_E1-50,0.45659904,847,37199,15029,10036,Exc L3-5 RORB TWIST2,exc
F1S4_170125_081_A01,SM-D9D12_S33_E1-50,0.381777639,NA,NA,NA,NA,Exc L3-5 RORB TWIST2,exc
F1S4_170125_100_B01,SM-D9D6W_S58_E1-50,0.373040763,902,44053,11461,9965,Exc L3-5 RORB TWIST2,exc
F1S4_170222_079_G01,SM-D9D7R_S39_E1-50,0.333710332,4821,48312,11765,13946,Exc L3-5 RORB TWIST2,exc
F1S4_170302_094_F01,SM-D9D89_S22_E1-50,0.420716246,NA,60149,10906,8183,Exc L3-5 RORB TWIST2,exc
F1S4_170302_103_B01,SM-D9D8A_S66_E1-50,0.41437799,NA,56470,11951,8375,Exc L3-5 RORB TWIST2,exc
F1S4_170302_106_B01,SM-D9D8B_S42_E1-50,0.425475282,NA,64291,NA,NA,Exc L3-5 RORB TWIST2,exc
F1S4_170321_055_F01,SM-D9D8Y_S54_E1-50,0.399671512,2785,61735,15046,4859,Exc L3-5 RORB TWIST2,exc
F1S4_170321_066_A01,SM-D9E57_S01_E1-50,0.379160139,2714,46565,15672,5125,Exc L3-5 RORB TWIST2,exc
F1S4_170118_107_C01,SM-D9CZN_S83_E1-50,0.506532966,3652,76912,17804,12173,Exc L5-6 SLC17A7 IL15,exc
F1S4_170125_127_A01,SM-D9CZH_S89_E1-50,0.457064111,NA,NA,NA,NA,Exc L5-6 SLC17A7 IL15,exc
F1S4_170207_108_D01,SM-D9CZW_S84_E1-50,0.527324267,3614,37010,18768,9148,Exc L5-6 SLC17A7 IL15,exc
F1S4_170215_141_G01,SM-D9E6M_S15_E1-50,0.517619433,913,64108,9925,11025,Exc L5-6 SLC17A7 IL15,exc
F1S4_170215_143_F01,SM-D9E6M_S30_E1-50,0.538507334,1220,32654,8044,11528,Exc L5-6 SLC17A7 IL15,exc
F1S4_170215_157_E01,SM-D9E5Z_S13_E1-50,0.470366309,NA,NA,NA,NA,Exc L5-6 SLC17A7 IL15,exc
F1S4_170321_148_C01,SM-D9E5H_S19_E1-50,0.493411153,5266,67218,24730,6380,Exc L5-6 SLC17A7 IL15,exc
F1S4_170413_071_G01,SM-D9E5Z_S31_E1-50,0.561509747,NA,NA,NA,NA,Exc L5-6 SLC17A7 IL15,exc
F1S4_170323_126_G01,SM-D9D94_S47_E1-50,0.635213316,4024,72669,18259,4100,Exc L6 FEZF2 SCUBE1,exc
F1S4_170323_133_F01,SM-D9D96_S62_E1-50,0.651270439,4779,84276,32577,4855,Exc L6 FEZF2 SCUBE1,exc
F1S4_170323_135_A01,SM-D9D97_S57_E1-50,0.63267281,3522,39471,14806,4268,Exc L6 FEZF2 SCUBE1,exc
F1S4_170323_150_C01,SM-D9D9A_S03_E1-50,0.655493299,4255,65606,15894,5200,Exc L6 FEZF2 SCUBE1,exc
F1S4_170323_151_D01,SM-D9D9A_S12_E1-50,0.636802217,3957,73365,30440,5469,Exc L6 FEZF2 SCUBE1,exc
F1S4_170323_153_G01,SM-D9D9A_S31_E1-50,0.653254429,4321,46534,16212,5700,Exc L6 FEZF2 SCUBE1,exc
F1S4_170323_158_F01,SM-D9D9D_S06_E1-50,0.643519444,3588,47895,19719,6291,Exc L6 FEZF2 SCUBE1,exc
F1S4_170118_135_C01,SM-D9CZU_S51_E1-50,0.551881235,5510,89708,22951,10334,Exc L5-6 THEMIS DCSTAMP,exc
F1S4_170118_142_C01,SM-D9CZW_S67_E1-50,0.520334885,5078,42674,13871,10053,Exc L5-6 THEMIS DCSTAMP,exc
F1S4_170118_158_A01,SM-D9D17_S01_E1-50,0.516069633,6191,51091,12844,10646,Exc L5-6 THEMIS DCSTAMP,exc
F1S4_170118_161_A01,SM-D9D6P_S17_E1-50,0.498138737,6214,62444,13134,10709,Exc L5-6 THEMIS DCSTAMP,exc
F1S4_170125_114_D01,SM-D9D6Y_S68_E1-50,0.488664069,NA,NA,NA,NA,Exc L5-6 THEMIS DCSTAMP,exc
F1S4_170321_109_E01,SM-D9D8M_S77_E1-50,0.531488991,7293,52231,22995,4422,Exc L5-6 THEMIS DCSTAMP,exc
F1S4_170118_104_D01,SM-D9CZD_S84_E1-50,0.619498309,NA,NA,NA,NA,Exc L4-5 FEZF2 SCN4B,exc
F1S4_170118_109_B01,SM-D9CZU_S26_E1-50,0.609957307,NA,NA,NA,NA,Exc L4-5 FEZF2 SCN4B,exc
F1S4_170118_114_A01,SM-D9CZV_S41_E1-50,0.747808711,NA,NA,NA,NA,Exc L4-5 FEZF2 SCN4B,exc
F1S4_170419_057_B01,SM-D9EQ1_S42_E1-50,0.694232386,NA,NA,NA,NA,Exc L4-5 FEZF2 SCN4B,exc
F1S4_170117_038_C01,SM-D9D6V_S03_E1-50,0.458827199,971,77739,19083,8920,Inh L2-4 PVALB WFDC2,inh
F1S4_170118_025_G01,SM-D9D6U_S15_E1-50,0.461575842,1195,46464,11665,10063,Inh L2-4 PVALB WFDC2,inh
F1S4_170125_010_B01,SM-D9CZY_S26_E1-50,0.451916562,NA,NA,NA,NA,Inh L2-4 PVALB WFDC2,inh
F1S4_170125_023_F01,SM-D9D6P_S30_E1-50,0.446184265,1713,63080,13678,9648,Inh L2-4 PVALB WFDC2,inh
F1S4_170125_036_G01,SM-D9D6W_S31_E1-50,0.466274928,931,50414,7707,7925,Inh L2-4 PVALB WFDC2,inh
F1S4_170125_047_G01,SM-D9D17_S47_E1-50,0.440913814,1793,48535,12446,8884,Inh L2-4 PVALB WFDC2,inh
F1S4_170125_059_A01,SM-D9D7C_S01_E1-50,0.462166279,1425,42160,8571,9039,Inh L2-4 PVALB WFDC2,inh
F1S4_170125_060_D01,SM-D9D7C_S12_E1-50,0.462479966,NA,NA,NA,NA,Inh L2-4 PVALB WFDC2,inh
F1S4_170323_048_C01,SM-D9E5F_S51_E1-50,0.449124419,1996,51360,11808,4467,Inh L2-4 PVALB WFDC2,inh
F1S4_170321_118_B01,SM-D9D94_S26_E1-50,0.749836436,8459,90137,49973,4762,Exc L6 FEZF2 OR2T8,exc
F1S4_170321_136_E01,SM-D9E4N_S05_E1-50,0.640083862,7274,80944,36492,6254,Exc L6 FEZF2 OR2T8,exc
F1S4_170321_150_D01,SM-D9E5H_S36_E1-50,0.695026105,5344,58796,34897,6720,Exc L6 FEZF2 OR2T8,exc
F1S4_170321_152_D01,SM-D9E5I_S28_E1-50,0.605751603,5158,60023,36912,6684,Exc L6 FEZF2 OR2T8,exc
F1S4_170321_153_C01,SM-D9E5I_S35_E1-50,0.342280119,4040,61435,30492,6614,Exc L6 FEZF2 OR2T8,exc
F1S4_170323_161_C01,SM-D9E4I_S19_E1-50,0.735291485,7163,111332,46043,6631,Exc L6 FEZF2 OR2T8,exc
F1S4_170111_145_H01,SM-D9CZ8_S80_E1-50,0.916650591,16,31205,8914,7876,Oligo L1-6 OPALIN,glia
F1S4_170118_154_H01,SM-D9D15_S48_E1-50,0.911384601,-8,31054,2968,8006,Oligo L1-6 OPALIN,glia
F1S4_170118_162_H01,SM-D9D6Q_S32_E1-50,0.914922687,30,38332,5004,8125,Oligo L1-6 OPALIN,glia
F1S4_170302_111_H01,SM-D9D7U_S88_E1-50,0.913112199,NA,38696,7554,7715,Oligo L1-6 OPALIN,glia
F1S4_170321_111_H01,SM-D9D8W_S32_E1-50,0.912718047,NA,NA,NA,NA,Oligo L1-6 OPALIN,glia
F1S4_170321_112_H01,SM-D9D8W_S40_E1-50,0.901838248,4,39698,8149,4357,Oligo L1-6 OPALIN,glia
F1S4_170321_116_H01,SM-D9D93_S24_E1-50,0.901858361,6,35542,7411,4409,Oligo L1-6 OPALIN,glia
F1S4_170406_118_H01,SM-D9E5M_S88_E1-50,0.903994459,23,40941,15874,4611,Oligo L1-6 OPALIN,glia
F1S4_170125_021_H01,SM-D9D17_S32_E1-50,0.972302837,1,43269,9568,7823,OPC L1-6 PDGFRA,glia
F1S4_170125_023_H01,SM-D9D6P_S32_E1-50,0.97236501,16,34820,7546,8077,OPC L1-6 PDGFRA,glia
F1S4_170125_034_H01,SM-D9D6V_S32_E1-50,0.972382401,19,27079,5131,7905,OPC L1-6 PDGFRA,glia
F1S4_170125_035_H01,SM-D9D6V_S40_E1-50,0.972356092,6,35533,8335,7756,OPC L1-6 PDGFRA,glia
F1S4_170125_061_H01,SM-D9D7C_S24_E1-50,0.972778719,-10,35700,11880,8311,OPC L1-6 PDGFRA,glia
F1S4_170207_024_H01,SM-D9D8L_S16_E1-50,0.972646854,15,35447,13186,7961,OPC L1-6 PDGFRA,glia
F1S4_170321_065_H01,SM-D9E5M_S16_E1-50,0.972837066,15,44246,10203,5431,OPC L1-6 PDGFRA,glia
F1S4_170419_034_F01,SM-D9EQ8_S54_E1-50,0.972946364,1317,34869,5930,5056,OPC L1-6 PDGFRA,glia
F1S4_170118_113_H01,SM-D9CZV_S40_E1-50,0.736834383,45,29139,11451,8910,Astro L1-6 FGFR3 SLC14A1,glia
F1S4_170207_019_H01,SM-D9D8A_S16_E1-50,0.7291924,-7,32570,5826,8501,Astro L1-6 FGFR3 SLC14A1,glia
F1S4_170215_006_H01,SM-D9D7D_S88_E1-50,0.735822222,6,28413,5741,8336,Astro L1-6 FGFR3 SLC14A1,glia
F1S4_170302_110_H01,SM-D9D7T_S80_E1-50,0.751682769,NA,43401,5297,7766,Astro L1-6 FGFR3 SLC14A1,glia
F1S4_170321_037_H01,SM-D9D8L_S80_E1-50,0.739883641,NA,NA,NA,NA,Astro L1-6 FGFR3 SLC14A1,glia
F1S4_170406_114_H01,SM-D9E4L_S80_E1-50,0.729226691,23,28943,8082,4120,Astro L1-6 FGFR3 SLC14A1,glia
F1S4_170321_024_H01,SM-D9D93_S16_E1-50,0.97086832,16,35976,10230,5841,Micro L1-3 TYROBP,glia
F1S4_170321_031_H01,SM-D9D97_S08_E1-50,0.970075031,NA,NA,NA,NA,Micro L1-3 TYROBP,glia
F1S4_170321_038_H01,SM-D9D8V_S08_E1-50,0.947468807,32,27563,10176,4594,Micro L1-3 TYROBP,glia
F1S4_170322_003_H01,SM-D9D8W_S56_E1-50,0.968799439,60,23494,8397,6170,Micro L1-3 TYROBP,glia
F1S4_170323_123_H01,SM-D9D93_S40_E1-50,0.969985836,19,41963,7976,4310,Micro L1-3 TYROBP,glia
F1S4_170419_034_G01,SM-D9EQ8_S55_E1-50,0.969291917,738,26510,5310,4983,Micro L1-3 TYROBP,glia
F1S4_170125_004_H01,SM-D9D12_S16_E1-50,0.651075074,4,39511,4920,8401,Astro L1-2 FGFR3 GFAP,glia
F1S4_170125_005_H01,SM-D9CZY_S16_E1-50,0.531550222,32,42987,5189,8210,Astro L1-2 FGFR3 GFAP,glia
F1S4_170125_006_H01,SM-D9CZG_S80_E1-50,0.628265714,-3,51386,12566,8617,Astro L1-2 FGFR3 GFAP,glia
F1S4_170207_004_H01,SM-D9D7H_S80_E1-50,0.514492319,9,32548,10479,8670,Astro L1-2 FGFR3 GFAP,glia
F1S4_170207_007_H01,SM-D9CZU_S96_E1-50,0.64748029,32,40659,12970,8211,Astro L1-2 FGFR3 GFAP,glia
F1S4_170207_034_H01,SM-D9D8N_S16_E1-50,0.557168913,8,33952,9659,8263,Astro L1-2 FGFR3 GFAP,glia
F1S4_170321_019_H01,SM-D9D92_S08_E1-50,0.671740873,NA,NA,NA,NA,Astro L1-2 FGFR3 GFAP,glia
F1S4_170321_030_H01,SM-D9D96_S16_E1-50,0.582355352,6,29698,9721,6570,Astro L1-2 FGFR3 GFAP,glia
F1S4_170322_006_H01,SM-D9D8M_S88_E1-50,0.512515326,36,42652,6644,5101,Astro L1-2 FGFR3 GFAP,glia
F1S4_170406_116_H01,SM-D9E5L_S88_E1-50,0.659841851,4,29333,2874,5480,Astro L1-2 FGFR3 GFAP,glia
F1S4_170117_001_F01,SM-D9CZ8_S86_E1-50,0.579609074,947,84873,25291,12940,Inh L1-3 VIP CHRM2,inh
F1S4_170125_006_G01,SM-D9CZG_S79_E1-50,0.580517023,NA,NA,NA,NA,Inh L1-3 VIP CHRM2,inh
F1S4_170207_010_A01,SM-D9D7I_S49_E1-50,0.582239748,757,51269,12046,8370,Inh L1-3 VIP CHRM2,inh
F1S4_170215_041_F01,SM-D9D7E_S94_E1-50,0.57859565,1156,54662,10337,9756,Inh L1-3 VIP CHRM2,inh
F1S4_170222_087_C01,SM-D9D7T_S35_E1-50,0.5549718,4468,70163,14263,11656,Inh L1-3 VIP CHRM2,inh
F1S4_170323_024_A01,SM-D9D8T_S73_E1-50,0.543312155,2722,33091,15696,5215,Inh L1-3 VIP CHRM2,inh
F1S4_170323_024_A01,SM-D9D8T_S73_E1-50,0.543312155,1947,40517,9950,5296,Inh L1-3 VIP CHRM2,inh
F1S4_170323_039_F01,SM-D9E4N_S30_E1-50,0.584505539,2123,37032,15967,4849,Inh L1-3 VIP CHRM2,inh
F1S4_170323_043_C01,SM-D9E4O_S35_E1-50,0.569714338,2331,33116,8561,4300,Inh L1-3 VIP CHRM2,inh
F1S4_170323_049_D01,SM-D9E5F_S60_E1-50,0.598058572,1859,37049,8699,5089,Inh L1-3 VIP CHRM2,inh
F1S4_170323_059_F01,SM-D9D8U_S70_E1-50,0.559657721,2161,38695,10952,5126,Inh L1-3 VIP CHRM2,inh
